지역,규모,연도,월,분양가
경북, 102㎡초과,2019,11,3457
경남, 60㎡이하,2019,11,2780
경남, 60㎡초과 85㎡이하,2019,11,3174
경남, 85㎡초과 102㎡이하,2019,11,3247
경남, 102㎡초과,2019,11,4303
제주, 60㎡초과 85㎡이하,2019,11,3898
제주, 102㎡초과,2019,11,3601
서울, 60㎡이하,2019,12,8115
서울, 60㎡초과 85㎡이하,2019,12,8171
서울, 85㎡초과 102㎡이하,2019,12,12728
서울, 102㎡초과,2019,12,8989
인천, 60㎡이하,2019,12,3993
인천, 60㎡초과 85㎡이하,2019,12,3989
인천, 85㎡초과 102㎡이하,2019,12,3981
인천, 102㎡초과,2019,12,4768
경기, 60㎡이하,2019,12,4931
경기, 60㎡초과 85㎡이하,2019,12,4390
경기, 85㎡초과 102㎡이하,2019,12,5438
경기, 102㎡초과,2019,12,5180
부산, 60㎡이하,2019,12,3711
부산, 60㎡초과 85㎡이하,2019,12,3907
부산, 85㎡초과 102㎡이하,2019,12,4401
부산, 102㎡초과,2019,12,4322
대구, 60㎡이하,2019,12,4314
대구, 60㎡초과 85㎡이하,2019,12,4367
대구, 85㎡초과 102㎡이하,2019,12,4414
대구, 102㎡초과,2019,12,5130
광주, 60㎡이하,2019,12,3926
광주, 60㎡초과 85㎡이하,2019,12,3852
광주, 102㎡초과,2019,12,4310
대전, 60㎡이하,2019,12,3534
대전, 60㎡초과 85㎡이하,2019,12,3567
대전, 102㎡초과,2019,12,4500
울산, 60㎡이하,2019,12,3399
울산, 60㎡초과 85㎡이하,2019,12,3114
세종, 60㎡초과 85㎡이하,2019,12,3395
세종, 85㎡초과 102㎡이하,2019,12,3510
세종, 102㎡초과,2019,12,3931
강원, 60㎡이하,2019,12,2561
강원, 60㎡초과 85㎡이하,2019,12,2489
강원, 85㎡초과 102㎡이하,2019,12,3329
강원, 102㎡초과,2019,12,3598
충북, 60㎡이하,2019,12,2324
충북, 60㎡초과 85㎡이하,2019,12,2297
충북, 85㎡초과 102㎡이하,2019,12,2634
충북, 102㎡초과,2019,12,2532
충남, 60㎡이하,2019,12,2382
충남, 60㎡초과 85㎡이하,2019,12,2666
충남, 85㎡초과 102㎡이하,2019,12,3201
충남, 102㎡초과,2019,12,2835
전북, 60㎡이하,2019,12,2526
전북, 60㎡초과 85㎡이하,2019,12,2458
전북, 85㎡초과 102㎡이하,2019,12,2764
전북, 102㎡초과,2019,12,2667
전남, 60㎡이하,2019,12,2529
전남, 60㎡초과 85㎡이하,2019,12,2452
전남, 102㎡초과,2019,12,3053
경북, 60㎡이하,2019,12,2578
경북, 60㎡초과 85㎡이하,2019,12,2897
경북, 85㎡초과 102㎡이하,2019,12,2604
경북, 102㎡초과,2019,12,3457
경남, 60㎡이하,2019,12,2780
경남, 60㎡초과 85㎡이하,2019,12,3065
경남, 85㎡초과 102㎡이하,2019,12,3247
제주, 60㎡초과 85㎡이하,2019,12,3898
제주, 102㎡초과,2019,12,3601
서울, 60㎡이하,2020,1,8330
서울, 60㎡초과 85㎡이하,2020,1,8135
서울, 85㎡초과 102㎡이하,2020,1,12728
서울, 102㎡초과,2020,1,8779
인천, 60㎡이하,2020,1,3985
인천, 60㎡초과 85㎡이하,2020,1,4001
인천, 85㎡초과 102㎡이하,2020,1,3981
인천, 102㎡초과,2020,1,4768
경기, 60㎡이하,2020,1,4939
경기, 60㎡초과 85㎡이하,2020,1,4404
경기, 85㎡초과 102㎡이하,2020,1,5464
경기, 102㎡초과,2020,1,5204
부산, 60㎡이하,2020,1,3711
부산, 60㎡초과 85㎡이하,2020,1,3907
부산, 85㎡초과 102㎡이하,2020,1,4401
부산, 102㎡초과,2020,1,4322
대구, 60㎡이하,2020,1,4324
대구, 60㎡초과 85㎡이하,2020,1,4417
대구, 85㎡초과 102㎡이하,2020,1,4067
대구, 102㎡초과,2020,1,5117
광주, 60㎡이하,2020,1,3926
광주, 60㎡초과 85㎡이하,2020,1,3861
광주, 102㎡초과,2020,1,4310
대전, 60㎡이하,2020,1,3534
대전, 60㎡초과 85㎡이하,2020,1,3567
대전, 102㎡초과,2020,1,4500
울산, 60㎡이하,2020,1,3399
울산, 60㎡초과 85㎡이하,2020,1,3114
세종, 60㎡초과 85㎡이하,2020,1,3395
세종, 85㎡초과 102㎡이하,2020,1,3510
세종, 102㎡초과,2020,1,3931
강원, 60㎡이하,2020,1,2560
강원, 60㎡초과 85㎡이하,2020,1,2464
강원, 85㎡초과 102㎡이하,2020,1,3329
강원, 102㎡초과,2020,1,3891
충북, 60㎡이하,2020,1,2324
충북, 60㎡초과 85㎡이하,2020,1,2297
충북, 85㎡초과 102㎡이하,2020,1,2634
충북, 102㎡초과,2020,1,2532
충남, 60㎡이하,2020,1,2382
충남, 60㎡초과 85㎡이하,2020,1,2666
충남, 85㎡초과 102㎡이하,2020,1,3201
충남, 102㎡초과,2020,1,2835
전북, 60㎡이하,2020,1,2526
전북, 60㎡초과 85㎡이하,2020,1,2458
전북, 85㎡초과 102㎡이하,2020,1,2764
전북, 102㎡초과,2020,1,2667
전남, 60㎡이하,2020,1,2529
전남, 60㎡초과 85㎡이하,2020,1,2486
전남, 102㎡초과,2020,1,3053
경북, 60㎡이하,2020,1,2578
경북, 60㎡초과 85㎡이하,2020,1,3061
경북, 102㎡초과,2020,1,3457
경남, 60㎡이하,2020,1,2780
경남, 60㎡초과 85㎡이하,2020,1,3065
경남, 85㎡초과 102㎡이하,2020,1,3247
제주, 60㎡이하,2020,1,4039
제주, 60㎡초과 85㎡이하,2020,1,3962
제주, 102㎡초과,2020,1,3601
서울, 60㎡이하,2020,2,8193
서울, 60㎡초과 85㎡이하,2020,2,8140
서울, 85㎡초과 102㎡이하,2020,2,13835
서울, 102㎡초과,2020,2,9039
인천, 60㎡이하,2020,2,3994
인천, 60㎡초과 85㎡이하,2020,2,4079
인천, 85㎡초과 102㎡이하,2020,2,3981
인천, 102㎡초과,2020,2,4958
경기, 60㎡이하,2020,2,4918
경기, 60㎡초과 85㎡이하,2020,2,4402
경기, 85㎡초과 102㎡이하,2020,2,5418
경기, 102㎡초과,2020,2,5133
부산, 60㎡이하,2020,2,3760
부산, 60㎡초과 85㎡이하,2020,2,3941
부산, 85㎡초과 102㎡이하,2020,2,4401
부산, 102㎡초과,2020,2,4322
대구, 60㎡이하,2020,2,4300
대구, 60㎡초과 85㎡이하,2020,2,4418
대구, 85㎡초과 102㎡이하,2020,2,4060
대구, 102㎡초과,2020,2,5117
광주, 60㎡이하,2020,2,3926
광주, 60㎡초과 85㎡이하,2020,2,3861
광주, 102㎡초과,2020,2,4310
대전, 60㎡이하,2020,2,3534
대전, 60㎡초과 85㎡이하,2020,2,3567
대전, 102㎡초과,2020,2,4500
울산, 60㎡이하,2020,2,3399
울산, 60㎡초과 85㎡이하,2020,2,3114
세종, 60㎡초과 85㎡이하,2020,2,3395
세종, 85㎡초과 102㎡이하,2020,2,3510
세종, 102㎡초과,2020,2,3931
강원, 60㎡이하,2020,2,2560
강원, 60㎡초과 85㎡이하,2020,2,2501
강원, 85㎡초과 102㎡이하,2020,2,3329
강원, 102㎡초과,2020,2,3906
충북, 60㎡이하,2020,2,2420
충북, 60㎡초과 85㎡이하,2020,2,2384
충북, 85㎡초과 102㎡이하,2020,2,2634
충북, 102㎡초과,2020,2,2532
충남, 60㎡이하,2020,2,2389
충남, 60㎡초과 85㎡이하,2020,2,2622
충남, 85㎡초과 102㎡이하,2020,2,3201
충남, 102㎡초과,2020,2,2835
전북, 60㎡이하,2020,2,2526
전북, 60㎡초과 85㎡이하,2020,2,2458
전북, 85㎡초과 102㎡이하,2020,2,2764
전북, 102㎡초과,2020,2,2667
전남, 60㎡이하,2020,2,2529
전남, 60㎡초과 85㎡이하,2020,2,2507
전남, 102㎡초과,2020,2,3053
경북, 60㎡이하,2020,2,2578
경북, 60㎡초과 85㎡이하,2020,2,2549
경북, 102㎡초과,2020,2,2756
경남, 60㎡이하,2020,2,2780
경남, 60㎡초과 85㎡이하,2020,2,3065
경남, 85㎡초과 102㎡이하,2020,2,3247
제주, 60㎡이하,2020,2,4039
제주, 60㎡초과 85㎡이하,2020,2,3962
제주, 102㎡초과,2020,2,3601
